"id","name","province","dirname","boundsSW","boundsNE","displayName","zoning","t0_open","t1_open","t2_open","t0_edge","t1_edge","t2_edge","hasIndex"
"64","malvinas_argentinas","buenos_aires","buenos_aires/malvinas_argentinas","-34.531160189618426, -58.77910473816246","-34.44510554721906, -58.648547700663606","Malvinas Argentinas,Buenos Aires
","True","0.421572630045","0.331703671771","0.19271285042","0.497009545689","0.369515987802","0.203212013766","True"
"65","berazategui","buenos_aires","buenos_aires/berazategui","-34.954323595436826, -58.272283387306565","-34.74037461011404, -58.013399758338245","Berazategui, Buenos Aires
","True","0.370484162785","0.30809105599","0.271889855599","0.414817370992","0.325022300546","0.270045711213","True"
"66","tigre","buenos_aires","buenos_aires/tigre","-34.539444057399116, -58.73922133249619","-34.270423504109736, -58.482302648329764","Tigre, Buenos Aires
","False","0.424572615322","0.383584548499","0.308486673287","0.449477124183","0.404522078383","0.320265324794","True"
"67","bahia_blanca","buenos_aires","buenos_aires/bahia_blanca/bahia_all","-38.791377568872704, -62.44158471390123","-38.62831764674542, -62.1481747094121","Bahía Blanca(Conurbano), Bahía Blanca,Buenos Aires
","False","","","","","","","False"
"68","moron","buenos_aires","buenos_aires/moron","-34.70887505193245, -58.6780365473978","-34.593584873822486, -58.554832560840104","moron,Buenos Aires
","True","0.150911534113","0.122251485552","0.0748368978119","0.206474100148","0.163348252485","0.0715360520821","True"
"69","plot","neuquen","neuquen/plot","-38.97200646781158, -68.26711686841877","-38.93664306032201, -68.20072825347893","Plottier,Neuquen
","True","0.645454058388","0.579005929173","0.685248817226","0.714926590538","0.630921895006","0.984014807336","True"
"70","gral_mosconi","chubut_-_rawson","chubut_-_rawson/gral_mosconi","-45.85400941958065, -67.49476954244852","-45.81837504844588, -67.45794275921067","Gral Mosconi,Chubut
","False","0.64943595491","0.510362409496","0.404967404857","0.782696177062","0.522182786158","0.333137829912","True"
"71","mar_del_plata","buenos_aires","buenos_aires/mar_del_plata","-38.24600255277323, -58.05248147264359","-37.70271761113059, -57.516475337844376","Mar Del Plata, Buenos Aires
","False","0.348961279147","0.318465204799","0.347612867318","0.448205472727","0.352812079083","0.32686008423","True"
"72","santa_maria","catamarca","catamarca/santa_maria","-28.466910917389637, -65.72177339342139","-28.429922750946986, -65.69093138544129","Santa María,Catamarca
","False","","","","","","","False"
"73","general_rodriguez","buenos_aires","buenos_aires/general_rodriguez","-34.767241760517045, -59.14971571774815","-34.52102333284559, -58.8558852340483","General Rodriguez ,Buenos Aires
","True","0.608970393981","0.603593680949","0.627542629306","0.661480594973","0.645157470992","0.64431346382","True"
"74","san_fernando","buenos_aires","buenos_aires/san_fernando","-34.493694415173834, -58.60853373585874","-34.429866120988265, -58.51550673249979","San Fernando, Buenos Aires
","True","0.232684496021","0.197362983425","0.119421563991","0.240340606706","0.218833600856","0.139387236831","True"
"75","rosario","santa_fe","santa_fe/rosario/aldao","-32.72512388030893, -60.83263200634223","-32.670103861085614, -60.77288457666855","Aldao,Rosario ,Santa Fe
","False","0.940258072327","0.895054331347","0.960360875588","0.992700729927","0.929292929293","0.999157273781","True"
"76","tres_de_febrero","buenos_aires","buenos_aires/tres_de_febrero","-34.65889599612925, -58.64966098942019","-34.550840713605645, -58.520803173318534","Tres de Febrero, Buenos Aires
","True","0.141783766798","0.130789257778","0.0897057673685","0.146257603809","0.129480804129","0.0861832812567","True"
"77","santarosa","la_pampa_-_santa_rosa","la_pampa_-_santa_rosa/santarosa","-36.67302591693131, -64.3571697144912","-36.56716869199929, -64.24034001061172","Santa Rosa,La Pampa
","True","0.339568891235","0.244732084857","0.223972520907","0.463579963235","0.275064958337","0.2413412308","True"
"78","rivadavia","san_juan","san_juan/rivadavia","-31.61638352565871, -68.7030391742953","-31.475266008686866, -68.54536945513777","Rivadavia,San Juan
","False","0.556744341128","0.457409229121","0.379240546316","0.650917065391","0.511435523114","0.383528959015","True"
"79","santotome","santa_fe","santa_fe/santotome","-31.694225965557006, -60.83309439283981","-31.621010200509204, -60.73205732829573","Santo Tomé ,Santa Fe
","True","","","","","","","False"
"80","el_bannado","catamarca","catamarca/el_bannado","-28.479741128694293, -65.7315584021412","-28.460444787179828, -65.70946674246201","El Bañado,Catamarca
","False","0.845494579734","0.845494579734","0.305750882827","0.890566037736","0.890566037736","0.221932114883","True"
"81","maco","stgo_del_estero","stgo_del_estero/maco","-27.890143925017572, -64.23219793823515","-27.839455927800394, -64.17432381958862","Maco,Santiago Del Estero
","False","","","","","","","False"
"82","colonia_caroya","cordoba","cordoba/colonia_caroya","-31.069430286531816, -64.12017403613171","-30.99008152594423, -64.01388222166426","Colonia Caroya,Córdoba
","False","","","","","","","False"
"83","san_isidro","catamarca","catamarca/san_isidro","-28.469336428360872, -65.73711472387625","-28.447050255015732, -65.69766796319347","San Isidro,Catamarca
","False","0.813181734221","0.813181734221","0.273622690135","0.848011363636","0.848011363636","0.279231011661","True"
"84","quilmes","buenos_aires","buenos_aires/quilmes","-34.8049510789056, -58.35005350489626","-34.68322738484564, -58.194079031303666","Quilmes, Buenos Aires
","True","0.158344655226","0.12353158575","0.0626611499603","0.171285156149","0.133352659806","0.0688606632669","True"
"85","presidente_peron","buenos_aires","buenos_aires/presidente_peron","-35.012170446747916, -58.49525091161203","-34.868971421792004, -58.27564407113049","Presidente Peron, Buenos Aires
","True","0.588693518755","0.476215709373","0.948573428659","0.646220412319","0.496661828737","0.998224819963","True"
"86","yerba","tucuman","tucuman/yerba","-26.83496331748772, -65.34176724522031","-26.79406059922156, -65.26325902936152","Yerba Buena,Tucumán
","True","0.76183640262","0.575736483035","0.747211581232","0.855216693419","0.627034568284","0.991102123357","True"
"87","unquillo","cordoba","cordoba/unquillo","-31.260367299836844, -64.37055841967222","-31.20425556939934, -64.2764175921181","Unquillo,Córdoba
","True","","","","","","","False"
"88","san_isidro","buenos_aires","buenos_aires/san_isidro","-34.53565747872761, -58.60281934572446","-34.45190043964357, -58.47898736241447","San Isidro, Buenos Aires
","True","0.210672659638","0.189194680284","0.124462892793","0.285176074286","0.249930259007","0.160003054951","True"
"89","bahia_blanca","buenos_aires","buenos_aires/bahia_blanca/villab","-38.707256048243906, -62.37187038681786","-38.666586307088856, -62.31031061843558","villab, Bahía Blanca,Buenos Aires
","False","","","","","","","False"
"90","chimbas","san_juan","san_juan/chimbas","-31.50381744813591, -68.62776469828016","-31.447037641303773, -68.43092940800004","Chimbas,San Juan
","False","0.68798468231","0.56885289585","0.489177076593","0.6943359375","0.558792089792","0.419722497522","True"
"91","bahia_blanca","buenos_aires","buenos_aires/bahia_blanca/vspor","-38.75333323242833, -62.18123307642865","-38.72870226154404, -62.1487268404654","Villa Espora, Bahía Blanca, Buenos Aires
","False","","","","","","","False"
"92","va_m_moreno_colmenar","tucuman","tucuman/va_m_moreno_colmenar","-26.796234513903826, -65.22346367052032","-26.752315820177778, -65.15270105823367","Villa Mariano Moreno,Tucumán
","False","","","","","","","False"
"93","resistencia","chaco_-_resistencia","chaco_-_resistencia/resistencia","-27.508768220976982, -59.055839941957345","-27.34575212571288, -58.88834962627113","Resistencia,Chaco
","True","","","","","","","False"
"94","vaq","salta","salta/vaq","-24.747346869419143, -65.42189429854055","-24.706853962285994, -65.38027750576057","Vaqueros,Salta
","False","0.398221355685","0.272235547018","0.704516003872","0.395021645022","0.225011410315","0.988001654944","True"
"95","bahia_blanca","buenos_aires","buenos_aires/bahia_blanca/gr","-38.73586398440327, -62.44212078486261","-38.6643665806554, -62.326055919294255","Gral. Daniel Cerri, Blanca, Buenos Aires
","False","","","","","","","False"
"96","juarezcelman","cordoba","cordoba/juarezcelman","-31.2685565795922, -64.19406455119281","-31.252291866815575, -64.14477500782729","Juarez Celman,Córdoba
","True","0.901261541375","0.864662120868","0.952940065405","0.835164835165","0.810160427807","0.999240794635","True"
"97","ituzaingo","buenos_aires","buenos_aires/ituzaingo","-34.68345130968401, -58.73196243967728","-34.59953811065149, -58.64941848285013","Ituzaingo, Buenos Aires
","True","0.303778620409","0.247970528212","0.145116579888","0.416856589981","0.327794270733","0.164123279473","True"
"98","all","salta","salta/all","-24.926219719822473, -65.52495740845399","-24.708166383664953, -65.29609954629568","Salta(conurbano),Salta
","False","0.296557794783","0.262187499716","0.789874875067","0.277207013227","0.229431012971","0.991960493362","True"
"99","villa_allende","cordoba","cordoba/villa_allende","-31.308698608418663, -64.32214533590363","-31.263536726956335, -64.26194921609104","Villa Allende,Córdoba
","False","","","","","","","False"
"100","san_miguel_de_tucuman","tucuman","tucuman/san_miguel_de_tucuman","-26.907793420750156, -65.27613841571691","-26.78436681791729, -65.1593239925761","San Miguel de Tucumán,Tucumán
","True","","","","","","","False"
"101","ezeiza","buenos_aires","buenos_aires/ezeiza","-35.00753059154101, -58.6547573893649","-34.74398188809385, -58.48791060323574","Ezeiza, Buenos Aires
","True","0.652742770974","0.546713667464","0.446396228353","0.659252588924","0.589194699286","0.468194584878","True"
"102","dumesnil","cordoba","cordoba/dumesnil","-31.35499676997233, -64.3695324483455","-31.312365412590673, -64.3156080147863","Dumesnil,Córdoba
","False","","","","","","","False"
"103","posad","misiones_-_posadas","misiones_-_posadas/posad","-27.528295640526473, -56.05899907758798","-27.340782364270968, -55.857765543160845","Posadas,Misiones
","False","0.415932381001","0.366198224455","0.909313251323","0.461144953387","0.391857913505","0.996413954839","True"
"104","la_plata","buenos_aires","buenos_aires/la_plata","-35.227410445664475, -58.29708602228689","-34.84036100554138, -57.75423455801172","La Plata, Buenos Aires
","True","0.372530196159","0.313449133904","0.356022992753","0.457708849212","0.321739589779","0.312793393497","True"
"105","saltac","salta","salta/saltac","-24.856200998630584, -65.48208961513306","-24.7377430062901, -65.29664262537891","Salta,Salta
","True","0.225190023764","0.203784311925","0.726371833941","0.223144841487","0.185272141486","0.987404123566","True"
"106","neucapi","neuquen","neuquen/neucapi","-38.991145274525465, -68.20900082634438","-38.90731628575135, -67.99496639799553","Neuquen,Neuquen
","True","0.396576764973","0.311431778564","0.806041380486","0.514338950097","0.369714992345","0.989646865871","True"
"107","beriso","buenos_aires","buenos_aires/beriso","-34.97425813197722, -57.93810492718799","-34.831146173579, -57.705217494598045","Beriso, Buenos Aires
","True","0.412241751061","0.304479427891","0.272478429177","0.438136826783","0.248542470177","0.213232377862","True"
"108","santa_lucia","san_juan","san_juan/santa_lucia","-31.56719771459038, -68.51188848361501","-31.48061276840704, -68.40672279807832","Santa Lucía,San Juan
","False","0.686298054175","0.587154800259","0.527960950611","0.795214922952","0.6365","0.501211771495","True"
"109","lanus","buenos_aires","buenos_aires/lanus","-34.74932896428168, -58.4494003024134","-34.66329621774579, -58.331889155792176","Lanus, Buenos Aires
","True","0.0411438679852","0.0329913098083","0.0125868456816","0.0538122004207","0.0428549485433","0.013757423519","True"
"110","vlos","salta","salta/vlos","-24.881015064687432, -65.50570832525352","-24.829784788452898, -65.41447605192711","General Alvarado,Salta
","False","0.435270479376","0.352095812102","0.803911376637","0.307937256752","0.255874901721","0.993594247221","True"
"111","sauceviejo","santa_fe","santa_fe/sauceviejo","-31.802793611931683, -60.884441041020686","-31.67634197411242, -60.76497817609174","Sauce Viejo ,Santa Fe
","False","","","","","","","False"
"112","rosario","santa_fe","santa_fe/rosario/perez","-33.02757667265085, -60.80054359246921","-32.96329062718075, -60.7268367094788","Perez,Rosario,Santa Fe
","True","0.642946273571","0.491000121318","0.44615535812","0.718767198679","0.431274066633","0.385443362378","True"
"113","rosario","santa_fe","santa_fe/rosario/ptosanmartin","-32.72287079536863, -60.80653840922916","-32.67360422179906, -60.72448163485544","Puerto San Martín, Rosario, Santa Fe
","True","0.584933001268","0.527470275193","0.460668278249","0.559497948347","0.444841766494","0.378319123021","True"
"114","general_san_martin","buenos_aires","buenos_aires/general_san_martin","-34.60171135358726, -58.62149133178459","-34.494723765440554, -58.50767822818508","General San Martín, Buenos Aires
","True","0.108617011302","0.093885872339","0.0695853020371","0.124443438231","0.115129717196","0.0638308482521","True"
"115","mendoza_capital","mendoza","mendoza/mendoza_capital","-32.91153476531824, -68.9663909174814","-32.85792785896557, -68.81441576769123","Mendoza,Mendoza
","True","0.329870928474","0.228497627248","0.905057361556","0.542775406412","0.328323567461","0.992163793391","True"
"116","jose_c_paz","buenos_aires","buenos_aires/jose_c_paz","-34.53973002029833, -58.82524682298519","-34.45452461668528, -58.72939242650449","Jose C. Paz, Buenos Aires
","True","0.50177832513","0.336428187908","0.193201729293","0.619577205882","0.373285697822","0.202669303015","True"
"117","jesus_maria","cordoba","cordoba/jesus_maria","-31.032861828850205, -64.1555789432697","-30.96774591342045, -64.04169685878594","Jesus María,Córdoba
","False","","","","","","","False"
"118","comodoro_rivadavia","chubut_-_rawson","chubut_-_rawson/comodoro_rivadavia","-45.9127099860972, -67.65598088889973","-45.83885926054602, -67.45517485685674","Comodoro Rivadavia,Chubut
","True","0.431660959271","0.294437132401","0.262539972086","0.600100351229","0.325954731279","0.228785596442","True"
"119","cerr","salta","salta/cerr","-24.926219719822473, -65.52495740845399","-24.878809913966826, -65.45265105502844","Cerrillos,Salta
","False","0.602465792242","0.54968172049","0.88346847544","0.644289450741","0.511515601783","0.996479678142","True"
"120","san_miguel","buenos_aires","buenos_aires/san_miguel","-34.6102291488956, -58.801924787149765","-34.5032330051419, -58.6062336764608","San Miguel, Buenos Aires
","True","0.412890868431","0.328443202003","0.206017512642","0.500955548385","0.379720334966","0.207744476045","True"
"121","vicente_lopez","buenos_aires","buenos_aires/vicente_lopez","-34.57506289625566, -58.55635165655366","-34.49453710974915, -58.4595646245935","Vicente Lopez, Buenos Aires
","True","0.0951665803076","0.081125579117","0.0404120824404","0.15652245889","0.13197459835","0.0634624239014","True"
"122","canuelas","buenos_aires","buenos_aires/canuelas","-35.41967650259045, -58.94783596962874","-34.89458964752638, -58.465046870096764","Cañuelas, Buenos Aires
","True","","","","","","","False"
"123","puerto_vilelas","chaco_-_resistencia","chaco_-_resistencia/puerto_vilelas","-27.56601591475259, -58.97465188296448","-27.498975700506122, -58.89413161041105","Puerto Vilelas,Chaco
","True","","","","","","","False"
"124","barranqueras","chaco_-_resistencia","chaco_-_resistencia/barranqueras","-27.52867449616658, -58.995911225646694","-27.411128175841394, -58.866114444137054","Barranqueras,Chaco
","True","","","","","","","False"
"125","el_zanjon","stgo_del_estero","stgo_del_estero/el_zanjon","-27.902041602095213, -64.28155815879327","-27.85296224626057, -64.21875281005568","El Zanjón,Santiago Del Estero
","False","","","","","","","False"
"126","esteban_echeverria","buenos_aires","buenos_aires/esteban_echeverria","-34.926927817766796, -58.53083143718979","-34.72491405887432, -58.405710108507925","Esteban Echeverría, Buenos Aires
","True","0.424738450394","0.358467978759","0.253334233242","0.51644758791","0.422482197355","0.262676403672","True"
"127","rosario","santa_fe","santa_fe/rosario/galvez","-33.04480687381055, -60.687516659775966","-32.99702083795177, -60.579890077083874","Galvez, Rosario, Santa Fe
","True","","","","","","","False"
"128","rosario","santa_fe","santa_fe/rosario/roldan","-32.94340518898197, -60.97515208276442","-32.84770513022627, -60.846706543985945","Roldan, Rosario, Santa Fe
","False","0.725084301236","0.657797987316","0.614778263698","0.852578068264","0.629407531782","0.624845182066","True"
